,mean,std,no_expr_cells,no_expr/total_cell
Traf3ip1,0.019328264519572258,0.09303054958581924,4713.0,0.9467657693852953
Asb1,0.03254811465740204,0.12956950068473816,4585.0,0.9210526315789473
Hdac4,0.05951238423585892,0.17615991830825806,4304.0,0.8646042587384491
Ndufa10,0.37101197242736816,0.3669562041759491,2016.0,0.40498192044997994
Cops9,0.6722463369369507,0.4348723888397217,978.0,0.19646444355162715
Otos,0.001902475138194859,0.03157457709312439,4955.0,0.9953796705504219
Gpc1,0.005087800323963165,0.05176758021116257,4907.0,0.9857372438730414
Dusp28,0.016023773699998856,0.08553499728441238,4764.0,0.9570108477300121
5033417F24Rik,8.399357466259971e-05,0.005926162004470825,4977.0,0.9997991161108879
Rnpepl1,0.069739431142807,0.18100112676620483,4144.0,0.8324628364805142
9430060I03Rik,0.0013191280886530876,0.026775363832712173,4963.0,0.9969867416633186
Capn10,0.03300325199961662,0.1255330592393875,4567.0,0.9174367215749297
Gpr35,0.0015523018082603812,0.02455807477235794,4955.0,0.9953796705504219
Kif1a,0.0,0.0,4978.0,1.0
Sned1,0.00023010524455457926,0.009430973790585995,4975.0,0.9993973483326637
Mterf4,0.03199063241481781,0.12316475063562393,4563.0,0.9166331860184813
Gm28535,0.0013440834591165185,0.02847358211874962,4961.0,0.9965849738850944
Pask,0.014396902173757553,0.07968345284461975,4771.0,0.9584170349537967
Ppp1r7,0.14569345116615295,0.2425554394721985,3361.0,0.6751707513057453
Ano7,0.00022442880435846746,0.009563978761434555,4975.0,0.9993973483326637
Hdlbp,0.380414217710495,0.37696927785873413,2023.0,0.40638810767376454
Sept2,0.03491513431072235,0.1287866234779358,4538.0,0.911611088790679
Farp2,0.003625541692599654,0.03677750006318092,4921.0,0.9885496183206107
Stk25,0.08345140516757965,0.19689247012138367,3996.0,0.8027320208919244
Gm28536,0.00011334315058775246,0.005757384933531284,4976.0,0.9995982322217758
Bok,0.0,0.0,4978.0,1.0
Thap4,0.0700928270816803,0.17435650527477264,4114.0,0.8264363198071515
Gm10550,0.001193530042655766,0.026120048016309738,4964.0,0.9971876255524307
Atg4b,0.10497144609689713,0.2132214456796646,3752.0,0.7537163519485737
Dtymk,0.3879958689212799,0.3828980624675751,2038.0,0.40940136601044597
Ing5,0.0875796526670456,0.2066327929496765,3978.0,0.7991161108879068
D2hgdh,0.022700117900967598,0.10362415760755539,4685.0,0.9411410204901567
Neu4,0.0,0.0,4978.0,1.0
Pdcd1,1.4834421873092651,0.5398367643356323,208.0,0.041783848935315386
Fam174a,0.15146028995513916,0.26860344409942627,3421.0,0.6872237846524709
St8sia4,0.09741583466529846,0.22823958098888397,3996.0,0.8027320208919244
Gm28901,0.03473096713423729,0.12561745941638947,4513.0,0.9065889915628766
D1Ertd622e,0.006034322548657656,0.059144776314496994,4900.0,0.9843310566492567
Ppip5k2,0.12560178339481354,0.23980367183685303,3611.0,0.7253917235837686
Gin1,0.029729409143328667,0.11882327497005463,4588.0,0.9216552832462837
Pam,0.00940086878836155,0.06474752724170685,4848.0,0.9738850944154279
B230216N24Rik,0.0002026401780312881,0.007979776710271835,4974.0,0.9991964644435516
1810006J02Rik,0.004887200426310301,0.05404479056596756,4928.0,0.9899558055443953
Gm7967,0.0004567964351736009,0.015305434353649616,4972.0,0.9987946966653274
Gm28187,0.002513964893296361,0.03293366730213165,4943.0,0.9929690638810768
Rnf152,0.003227663692086935,0.03840057551860809,4933.0,0.9909602249899558
Gm17634,0.00029333625570870936,0.010851617902517319,4974.0,0.9991964644435516
Pign,0.035869698971509933,0.13311128318309784,4539.0,0.9118119726797911
Gm28404,0.00013888148532714695,0.009798774495720863,4977.0,0.9997991161108879
Relch,0.08909006416797638,0.2077072560787201,3964.0,0.7963037364403375
Tnfrsf11a,0.00043454248225316405,0.011886166408658028,4971.0,0.9985938127762154
Gm7160,0.009600997902452946,0.0724257379770279,4865.0,0.9773001205303334
Zcchc2,0.07347232103347778,0.1923540234565735,4147.0,0.8330654881478505
Phlpp1,0.0898568257689476,0.20667950809001923,3979.0,0.7993169947770189
Bcl2,0.048071496188640594,0.1740809679031372,4510.0,0.9059863398955403
D630008O14Rik,0.0007037181640043855,0.025729140266776085,4972.0,0.9987946966653274
Kdsr,0.06029929593205452,0.17271673679351807,4275.0,0.8587786259541985
Vps4b,0.303303599357605,0.34742477536201477,2329.0,0.4678585777420651
Dsel,0.010306996293365955,0.07550649344921112,4862.0,0.9766974688629972
Tsn,0.41091203689575195,0.3785845935344696,1858.0,0.37324226597026916
Nifk,0.1287805140018463,0.23174704611301422,3537.0,0.7105263157894737
Clasp1,0.05292203649878502,0.15457743406295776,4301.0,0.8640016070711128
2900060B14Rik,0.0036211840342730284,0.048145491629838943,4932.0,0.9907593411008437
Tfcp2l1,0.003134793834760785,0.03720208257436752,4933.0,0.9909602249899558
Ralb,0.014805775135755539,0.08168274164199829,4785.0,0.961229409401366
Gm27184,0.0011186503106728196,0.031179413199424744,4968.0,0.9979911611088791
Tmem185b,0.05396231263875961,0.16189685463905334,4346.0,0.8730413820811571
Epb41l5,0.004076749086380005,0.039944350719451904,4914.0,0.987143431096826
Ptpn4,0.044919613748788834,0.1538025587797165,4462.0,0.8963439132181599
Tmem177,0.014903767965734005,0.07927107065916061,4768.0,0.9578143832864604
Tmem37,0.004674728959798813,0.04675391688942909,4920.0,0.9883487344314986
Dbi,0.9040963649749756,0.5120972394943237,770.0,0.15468059461631178
3110009E18Rik,0.044290512800216675,0.1455947756767273,4428.0,0.8895138609883487
Steap3,0.0014560361159965396,0.026314856484532356,4960.0,0.9963840899959823
Insig2,0.06905198097229004,0.18050922453403473,4152.0,0.834069907593411
Ccdc93,0.041091740131378174,0.1415187269449234,4459.0,0.8957412615508237
Ddx18,0.23526142537593842,0.31567808985710144,2790.0,0.56046605062274
Actr3,1.4134265184402466,0.4730648100376129,209.0,0.04198473282442748
Slc35f5,0.00585351325571537,0.05486379563808441,4908.0,0.9859381277621535
Mgat5,0.0397518128156662,0.14742670953273773,4527.0,0.909401366010446
Tmem163,0.49226438999176025,0.4420163929462433,1631.0,0.32764162314182405
2900009J06Rik,0.0003761395055335015,0.014168741181492805,4973.0,0.9989955805544395
Ccnt2,0.09333605319261551,0.21660850942134857,3938.0,0.791080755323423
Map3k19,0.001179227838292718,0.022085966542363167,4961.0,0.9965849738850944
Rab3gap1,0.11504817008972168,0.22798770666122437,3695.0,0.7422659702691844
Zranb3,0.013037092983722687,0.07610215246677399,4794.0,0.9630373644033748
R3hdm1,0.15391404926776886,0.25937438011169434,3353.0,0.6735636801928485
Ubxn4,0.3283812403678894,0.3585120141506195,2204.0,0.44274809160305345
Lct,9.269382280763239e-05,0.004911239258944988,4976.0,0.9995982322217758
Mcm6,0.5732216238975525,0.48694807291030884,1589.0,0.31920449979911614
Dars,0.23341241478919983,0.30707821249961853,2761.0,0.5546404178384894
Cxcr4,0.028437430039048195,0.13363030552864075,4660.0,0.9361189232623544
Thsd7b,3.8592923374380916e-05,0.00272292154841125,4977.0,0.9997991161108879
Gm15675,3.114244100288488e-05,0.0021972532849758863,4977.0,0.9997991161108879
Cd55,0.11416910588741302,0.2419486939907074,3837.0,0.7707914825231017
Pfkfb2,0.0035046327393501997,0.04089787229895592,4931.0,0.9905584572117316
Yod1,0.010432000271975994,0.0750778540968895,4848.0,0.9738850944154279
Il10,0.001212587463669479,0.031723637133836746,4968.0,0.9979911611088791
Mapkapk2,0.2714154124259949,0.3328350782394409,2527.0,0.5076335877862596
Dyrk3,0.018369069322943687,0.08647283166646957,4713.0,0.9467657693852953
Eif2d,0.1272408366203308,0.23129351437091827,3534.0,0.7099236641221374
Rassf5,0.19340018928050995,0.30082252621650696,3109.0,0.6245480112494978
Ikbke,0.025411248207092285,0.11532007902860641,4678.0,0.9397348332663721
Srgap2,0.06293509155511856,0.1738467812538147,4218.0,0.8473282442748091
Gm29488,0.0014517928939312696,0.024522440508008003,4958.0,0.9959823222177582
Fam72a,0.009312305599451065,0.06002448499202728,4832.0,0.9706709521896344
Ctse,0.09416457265615463,0.21925988793373108,3964.0,0.7963037364403375
Rab7b,0.00012512010289356112,0.008827841840684414,4977.0,0.9997991161108879
Slc41a1,0.019807087257504463,0.10957243293523788,4760.0,0.9562073121735637
Rab29,0.12130911648273468,0.2372138947248459,3652.0,0.7336279630373644
Nucks1,0.6194872856140137,0.47605112195014954,1393.0,0.27983125753314586
Elk4,0.0589551106095314,0.1743258386850357,4301.0,0.8640016070711128
Mfsd4a,0.0010163020342588425,0.021207716315984726,4963.0,0.9969867416633186
Nuak2,0.0017329063266515732,0.030114738270640373,4956.0,0.995580554439534
Dstyk,0.0024208142422139645,0.03664754703640938,4950.0,0.9943752511048614
6030442K20Rik,0.0024049573112279177,0.03535831347107887,4948.0,0.9939734833266372
Rbbp5,0.0805005207657814,0.18776975572109222,4006.0,0.8047408597830454
Tmem81,0.0031328874174505472,0.044280387461185455,4944.0,0.9931699477701889
Mdm4,0.1431160420179367,0.25721248984336853,3475.0,0.6980715146645239
Pik3c2b,0.0006105083739385009,0.017730712890625,4970.0,0.9983929288871033
Ppp1r15b,0.1926380842924118,0.28896868228912354,3051.0,0.6128967456809964
Etnk2,0.0007025004597380757,0.020276537165045738,4971.0,0.9985938127762154
Snrpe,1.3845378160476685,0.4839451014995575,259.0,0.05202892728003214
Zc3h11a,0.027943504974246025,0.11980005353689194,4643.0,0.9327038971474487
Zc3h11a.1,0.003472363343462348,0.03829449042677879,4927.0,0.9897549216552832
Gm38394,0.02621837891638279,0.11194265633821487,4638.0,0.9316994777018883
Lax1,0.09020670503377914,0.22551549971103668,4073.0,0.8182000803535556
Atp2b4,0.13093309104442596,0.26114991307258606,3687.0,0.7406588991562877
Btg2,0.3293590843677521,0.409280925989151,2397.0,0.4815186822016874
Chit1,0.0019365749321877956,0.033038731664419174,4955.0,0.9953796705504219
Ppfia4,6.454995309468359e-05,0.004554318729788065,4977.0,0.9997991161108879
Tmem183a,0.1333528459072113,0.23618000745773315,3472.0,0.6974688629971876
Cyb5r1,0.05575096979737282,0.1606176644563675,4276.0,0.8589795098433106
Adipor1,0.4137831926345825,0.3855591416358948,1791.0,0.3597830453997589
Platr1,7.060019561322406e-05,0.004981192760169506,4977.0,0.9997991161108879
Klhl12,0.040490150451660156,0.14218021929264069,4484.0,0.9007633587786259
Rabif,0.10621266067028046,0.2170635461807251,3764.0,0.7561269586179189
Kdm5b,0.060170743614435196,0.19819021224975586,4422.0,0.8883085576536762
Ppp1r12b,0.01200548280030489,0.07309874892234802,4809.0,0.9660506227400563
Ube2t,0.07166657596826553,0.17138943076133728,4058.0,0.8151868220168742
Lgr6,0.0005990550853312016,0.018513932824134827,4972.0,0.9987946966653274
Ptpn7,0.2571500837802887,0.3241274952888489,2625.0,0.5273202089192447
Arl8a,0.12730897963047028,0.23779325187206268,3590.0,0.7211731619124147
Gm15445,0.0011951865162700415,0.021175360307097435,4959.0,0.9961832061068703
Gm26642,0.00033415606594644487,0.009500482119619846,4971.0,0.9985938127762154
Rnpep,0.16722992062568665,0.26380667090415955,3218.0,0.6464443551627159
Timm17a,0.37890300154685974,0.3640861213207245,1987.0,0.3991562876657292
Shisa4,0.0,0.0,4978.0,1.0
Ipo9,0.07302596420049667,0.17947041988372803,4079.0,0.8194053836882282
Nav1,3.1620878871763125e-05,0.002231009304523468,4977.0,0.9997991161108879
Csrp1,0.3813322186470032,0.39228901267051697,2054.0,0.41261550823623944
Phlda3,0.03223453089594841,0.13187344372272491,4602.0,0.924467657693853
Tnni1,0.00029388643451966345,0.008217455819249153,4971.0,0.9985938127762154
Lad1,0.020854001864790916,0.11058209836483002,4749.0,0.9539975893933307
Tmem9,0.05803627520799637,0.1646094173192978,4268.0,0.8573724387304138
Cacna1s,0.029560908675193787,0.1163402870297432,4594.0,0.9228605865809562
Gm37759,0.0020525683648884296,0.03152468800544739,4950.0,0.9943752511048614
Kif21b,0.11846230924129486,0.25058290362358093,3778.0,0.7589393330654881
Gpr25,0.0,0.0,4978.0,1.0
Camsap2,0.009219375438988209,0.0742824524641037,4864.0,0.9770992366412213
9230116N13Rik,0.009128293953835964,0.0715857446193695,4874.0,0.9791080755323424
Ddx59,0.021445980295538902,0.0987861305475235,4692.0,0.9425472077139413
Kif14,0.03118879348039627,0.11364538967609406,4543.0,0.9126155082362395
Zfp281,0.046725962311029434,0.15331107378005981,4415.0,0.8869023704298915
Gm19705,0.009234264492988586,0.07075530290603638,4876.0,0.9795098433105665
Nr5a2,0.00029119389364495873,0.011979415081441402,4975.0,0.9993973483326637
Gm4258,0.007749461103230715,0.06700413674116135,4891.0,0.9825231016472479
A430106G13Rik,0.0002593999379314482,0.009683491662144661,4974.0,0.9991964644435516
Ptprc,1.25941801071167,0.49961531162261963,247.0,0.04961832061068702
Gm28556,0.0007905702805146575,0.020514285191893578,4969.0,0.9981920449979912
Nek7,0.09712737798690796,0.2211339771747589,3921.0,0.7876657292085175
2310009B15Rik,0.1048399806022644,0.21474501490592957,3780.0,0.7593411008437123
Dennd1b,0.13734103739261627,0.2559627890586853,3534.0,0.7099236641221374
Zbtb41,0.020976921543478966,0.0992838591337204,4700.0,0.9441542788268381
Aspm,0.14129674434661865,0.2787785828113556,3679.0,0.7390518280433909
Cdc73,0.11224722117185593,0.22070933878421783,3687.0,0.7406588991562877
B3galt2,0.0014120008563622832,0.02541348524391651,4957.0,0.9957814383286461
Glrx2,0.26836463809013367,0.3218458890914917,2491.0,0.5004017677782242
Ro60,0.017974287271499634,0.09713994711637497,4755.0,0.9552028927280032
Uchl5,0.2829897105693817,0.3285536766052246,2479.0,0.4979911611088791
Gm29170,0.002763433614745736,0.03767011687159538,4943.0,0.9929690638810768
Rgs2,0.7099485397338867,0.538792073726654,1181.0,0.2372438730413821
Rgs1,0.6482267379760742,0.5918893814086914,1471.0,0.2955002008838891
Rgs18,0.00013626976578962058,0.006809584330767393,4976.0,0.9995982322217758
Ptgs2,0.00029542139964178205,0.011619951575994492,4974.0,0.9991964644435516
Odr4,0.05722842738032341,0.15826009213924408,4255.0,0.8547609481719566
Tpr,0.8564132452011108,0.47334182262420654,741.0,0.14885496183206107
Prg4,0.00045093646622262895,0.013513007201254368,4970.0,0.9983929288871033
Gm10138,0.008855416439473629,0.06169447302818298,4850.0,0.974286862193652
Ivns1abp,0.14149682223796844,0.2486972063779831,3442.0,0.6914423463238248
Swt1,0.0951898843050003,0.2126574069261551,3907.0,0.7848533547609482
Trmt1l,0.1212095394730568,0.23547948896884918,3643.0,0.7318200080353555
Rnf2,0.052469898015260696,0.16544657945632935,4363.0,0.8764564081960626
Fam129a,0.12096448242664337,0.24130879342556,3696.0,0.7424668541582965
2810414N06Rik,0.0007936937035992742,0.020081793889403343,4968.0,0.9979911611088791
Edem3,0.02938266471028328,0.12678216397762299,4636.0,0.9312977099236641
1700025G04Rik,0.002632097341120243,0.03864654526114464,4947.0,0.9937725994375252
Tsen15,0.04523614048957825,0.13861514627933502,4382.0,0.8802732020891925
Rgl1,0.0013580603990703821,0.02620573341846466,4961.0,0.9965849738850944
Arpc5,1.2187169790267944,0.4822806715965271,313.0,0.06287665729208518
Ncf2,0.009544276632368565,0.0679284855723381,4853.0,0.9748895138609883
Smg7,0.09140422940254211,0.2093568742275238,3941.0,0.7916834069907593
Gm28791,0.010812190361320972,0.07380843907594681,4839.0,0.972077139413419
Nmnat2,0.005201099906116724,0.05293768644332886,4915.0,0.9873443149859381
Lamc2,0.005347707774490118,0.057447537779808044,4921.0,0.9885496183206107
Lamc1,0.08183173090219498,0.19922353327274323,4052.0,0.8139815186822017
E330020D12Rik,0.0016370231751352549,0.026131469756364822,4953.0,0.9949779027721977
Shcbp1l,0.00026324132340960205,0.007894700393080711,4972.0,0.9987946966653274
Dhx9,0.514119029045105,0.4248782694339752,1546.0,0.3105664925672961
Npl,0.00490610022097826,0.0448903888463974,4905.0,0.9853354760948172
Rgs8,0.07041673362255096,0.19963590800762177,4262.0,0.8561671353957413
C230024C17Rik,0.021418798714876175,0.10253419727087021,4709.0,0.9459622338288469
Rgs16,1.035433292388916,0.620298445224762,657.0,0.13198071514664525
Gm28513,0.002412226051092148,0.034726452082395554,4945.0,0.993370831659301
Rnasel,0.05271352455019951,0.16927087306976318,4386.0,0.8810767376456409
Gm28512,0.00019037333549931645,0.00982499960809946,4976.0,0.9995982322217758
Teddm2,0.00042104971362277865,0.014553308486938477,4973.0,0.9989955805544395
Glul,0.10814943164587021,0.23182961344718933,3822.0,0.7677782241864203
Ier5,0.22545182704925537,0.35639163851737976,3062.0,0.6151064684612294
Mr1,0.01251149084419012,0.07749734073877335,4814.0,0.9670550421856167
Stx6,0.1007128357887268,0.21957260370254517,3851.0,0.7736038569706709
Xpr1,0.040611788630485535,0.14680759608745575,4508.0,0.9055845721173162
Acbd6,0.2613956034183502,0.3153521418571472,2527.0,0.5076335877862596
Qsox1,0.07546768337488174,0.19557905197143555,4130.0,0.829650462032945
Cep350,0.1499410718679428,0.26645588874816895,3434.0,0.6898352752109281
Tor1aip1,0.29357948899269104,0.36088088154792786,2473.0,0.49678585777420653
Tor1aip2,0.2330746203660965,0.3221076428890228,2814.0,0.5652872639614303
Axdnd1,5.19013665325474e-05,0.0036618979647755623,4977.0,0.9997991161108879
Gm2000,0.045099470764398575,0.14207486808300018,4403.0,0.8844917637605464
Soat1,0.10851194709539413,0.2267359495162964,3786.0,0.7605464041783849
Abl2,0.025098145008087158,0.10885675996541977,4661.0,0.9363198071514665
Tor3a,0.04806555435061455,0.1546042561531067,4410.0,0.8858979509843311
Fam20b,0.03348337113857269,0.1288309544324875,4567.0,0.9174367215749297
Ralgps2,0.010227754712104797,0.06899260729551315,4836.0,0.9714744877460828
Rasal2,0.015967274084687233,0.08671405166387558,4771.0,0.9584170349537967
Cryzl2,0.00973491184413433,0.07232499122619629,4866.0,0.9775010044194455
Cop1,0.0801204964518547,0.19550193846225739,4052.0,0.8139815186822017
4930523C07Rik,0.29467475414276123,0.3721436560153961,2543.0,0.5108477300120531
4930562F07Rik,0.00032566513982601464,0.010521668940782547,4972.0,0.9987946966653274
Mrps14,0.5233067274093628,0.4083394706249237,1424.0,0.28605865809562075
Cacybp,0.4921973943710327,0.42411696910858154,1659.0,0.33326637203696263
Rabgap1l,0.3474574089050293,0.385541170835495,2186.0,0.4391321815990358
Gm37529,0.01654532365500927,0.09385194629430771,4767.0,0.9576134993973483
Gpr52,0.0012645600363612175,0.02754872664809227,4964.0,0.9971876255524307
Gm37328,9.179475455312058e-05,0.004606122616678476,4976.0,0.9995982322217758
Gm37083,0.00011640971206361428,0.005174456164240837,4975.0,0.9993973483326637
Rc3h1,0.07825490832328796,0.19851654767990112,4080.0,0.8196062675773403
Serpinc1,0.0013886633096262813,0.022816753014922142,4956.0,0.995580554439534
Zbtb37,0.009707526303827763,0.07127798348665237,4862.0,0.9766974688629972
Gas5,1.0655596256256104,0.5249481201171875,407.0,0.08175974286862193
Dars2,0.02018842101097107,0.08942338079214096,4675.0,0.9391321815990358
Gm37634,4.787327634403482e-05,0.003377696266397834,4977.0,0.9997991161108879
Cenpl,0.051461219787597656,0.148659810423851,4310.0,0.8658095620731218
Klhl20,0.05129009485244751,0.15582358837127686,4339.0,0.8716351948573724
